fname,text,score
118691Y2_000491708.docx,"i think the author did convince me the reader that “winning the fight against poverty is achievable in our lifetime”. i think so because in the story it talks when she first went to sauri she says it all terrible and not good there and its very tattered. an example of that is when she says “they need fertilizer for food” and also she says the hospital are bad because the children have to share beds and so do the adults. and they don’t have medicine so children die from it and adult get very sick and that has to happen every time they get the disease because they don’t have money to get that medicine or they don’t have that medicine and the same thing for the nets that protect them. but when she went back they had inproved on everything they need to inprove on for example when it says “hospital has medicine, free of charge, for all of the most common diseases” also it says “bed nets are used in every sleeping site in saur. 
      “the have fertilizer and seeds” for food. that shows poverty is achevibale but it takes almost a life time like theres was 4 years that why i think the auther convinced the reader.",3
122691Y2_000474829.docx,i think winning the fight against poverty is achievable in our lifetime because the people of sauri have done really good in makeing progress. the hospital has medicine free for all diseases. water is connected to the hospital as well and it has electricity. there are bed net in every sleeping site in sauri. the school serves lunch and no fees. there are fertilizer and seed also tools to keep up the food supply. good things are happening in 80 villages across sub saharan africa. all the progress is encoruging supporters.,3
118501Y1_100066165.docx,"it is important for kids in the united states to learn about how life was like in kenya before after the millennium vellagies because it shows how poor, how much they needed, and how it got better. people in kenya didn’t have a doctor. kids often died from malaria. the farmers crops were dying because they could not afford the neccessary fertilizer and irrigation. the people of sauri have made good progress. the yala sub-district hospital now has medicine, free of charge, for all the most common diseases. water is connected to the hospital, which also has a generator for electricity. there are no school fees, and the school now serves lunch for the students.",3
151601Y3_100273959.docx,"based on the article, i believe that the fight aganist poverty is achievable in our lifetime. to use ideas cited from the text, to prove the point the author stated. in order to comprehend the meaning of the millennium villages project. 
     one example, the author used was: ""a bed night, treated with chemicals that last for five year, keeps malarial mosquitoes away from sleeping people. each net costs $5."" based on that knowledge, if given donations, you could keep all the families in sauri, kenya malaria-free. 
     another example, the auther brought up was: ""time and again, a family will plant seeds only to have an outcome of poor crops because of lack of fertilizer and water."" if this is true, basic irragation systems could be placed to maintain growth. 
     a third example that occured in the literature was: ""the people of sauri have made amazing progress in just four years."" so, if this trend continues or increases we could eventually end poverty in african villages. 
     in conclusion, i truly believe ""winning the fight against poverty is acheiveable in our lifetime."" we could stop malaria with bed nights. basic irragration systems could be placed to bring water to crops. and the progress to contine.",2
106502Y3_000535487.docx,"the author convinced me that winning the fight againist poverty is achievable in their lifetime because it will be helpful to help achieve a goal every year or month. the main goal is to cure the malaria disease with the medicine. it was not good a shape at yala-sub district hospital because they put two adults and three kids on one bed. also, the net lasted for 5 years and costed $5. the results are that they have medicine, more beds, no charge of fee for school and nets. i believe that all the goals will complete by 2015 because of the progress in2 008. i believe in kenya to complete their goals.",2
108501Y1_000464044.docx,"i think the author thinks that it’s imp[ortant for kids in the united states to learn how life was in kenya before and after the millennium villages project, because the author wants us kids in the us to know how other places in the world are and how they change.
	in 2004 kenya was not a good place to live in. hospitals were in bad shape, more then one person in a bed, 2-3 kids in a bed, no doctors or medicine. farmers had no money for water and fertilizer, crops were dying, people dying from hunger.
	in 2008 kenya was a much better",2
121601Y3_000534589.docx,"yes he/she did. in the paragraph the author said that in poverty the sauri perservied. they would eat at least something. they would go fetch water. the author is saying it is not easy to stop poverty but it is easy to start. the author started by giving connection to water for the hospital. and also they gave medicine to the hospital free of charge. the author saw how the millennium villages project was giving to the villages that were going through poverty. in america i see a lot of people begging or the streets and people give them, but some of them just pass by. but in kenya most people have nothing to give. in the hosptials one patient can not have their own room. they had to share a room with about 10 people. but in america there are big rooms for each patient. they are many differnt things aobut kenya and america. i think the author is really saying anybody can help. even a child. you can help by going to a donation center like the salvation army and they can give to countries in need like kenya.",2
1292_020022765.docx,"yes because in the story they were able to get water for the hospital and medicien and electricity. familys were able to get bed nets for there family and almost everyone in sauri had a bed net. schools were able to give kids ajectin and they got more supplys like books, pinsols, paper and more. they give kids lunchs and time to play i hope they can keep this up.",2
109591Y3_000501054.docx,"yes the author did convince me because winning the fight against poverty is achievable in our lifetime is very important to all of us not just on person. and need it help for them millennium villages because lady’s when other people passed the market where women sat on the dusty ground selling bananas. the lady’s had the kids that were wrapped in cloth on there mother’s back, or some other kids were running around in bare feet, and tattered clothing. also all kids try to go to school but they could not because they can not afford schools fees. and some other kids are needed to help with chores, such as fetching water and wood. the rooms were packed with patients who probably would not receive treatment, either because it was not good because there was no doctor, only a clinical officer running the hospital. there was no running water of really poor they can not afford anything for them. this remind me of haiti because they have nothing they have to live poorly they got nothing to eat either.",1
121502Y3_000468958.docx,"the author did convince me that ""winning the fight against poverty is achievable in our lifetime"" because a difference was made in sauri, kenya from the year 2004-2008. on paragraph 7 it states how the students had to pay for school. the school has very low supplies. the students also didn't eat lunch at school. the farmers and families had poor crops because they had no fertilizer to grow anything. the hospital in sauri had no doctor but clinical officer to do the job. people in africa can easyly able to get malaria. but also the workers only got payed $1 a day. but in 2008 everything changed, there was food for school kids, fertilizer, supplies and medicine. so the fight against poverty is achievable because a difference was made.",4
1211_020023309.docx,"yes- winning the fight against poverty is acheivable in our life time. if we've gotten this far in term sof progress in 4 years we can make it. we can make it because by our due  date 2025, we would have had the opportunity to multiply our great progress by 3. with hard work and dedication we can claim victory over poverty - for the most part at least. ""the yala sub-district has medicine, free of charge, for all of the most common diseases."" wrote hannah. i beleive if we can go from ""rooms packed with patients who would probably not receive treatment,"" to ""medicine free of charge, for all of the most common diseases."" i think we have a shot at this.",3
129501Y2_000519224.docx,"the author did convince me because if you keep trying to achive poverty you could win poverty in our lifetime. examples from the story are that the hospital has no the water is conneted to the hospital and also has a generator for electricity. another example from the article is that bed nets are used in every sleeping site. another example is that americans can help the poverty people we can donate them food, clothing, shoes, medican.  why the author convince me is because we can send our own clothing that are to small for use. how they solved it is by if they’re is not enough teachers we can send teachers. we can help them by buying supples for the children. and we can give people and children free food for school and for people to take home.",2
1172_020030264.docx,"the author convinced me that “winning the fight against poverty” because people die every year from diseasises. one of the diseasises is called malaria. also people that are poor are getting money for mosquito nets and school supplies. also i think it’s achievable because the millennium villages project will give supplies, homes, and more health to the poor and needed.",2
127501Y3_000530933.docx,"yes, i think poverty is achievable because we can give money, water electricity, tools, free school. a 12 year old girl goes to africa with her father in 2004. hannah sachs starts a progoram to help sauri kenya out of proverty. she observes what it was life before the progoram the millinium project. the millinium project set goals they were - get people out of proverty, heath care, econcomy, and quality of life. shot term goals done by 2015. long term goals done by 2025. they have 3 kids to one bed, 2 adults to one bed. they have no doctor. no water no electicity no medicine. they have a mosquitoes that carry malaria that can kill babys and kids and can get adults vary sick. the farms have no water to water the cope's. so they would send there kids to get water, they would not got to school so that is what they did all day. the kids could not go to school because the mother and father did not have the money to pay the school. the kids that are in the school can not thing because they do not eat luch, dinner or breaefest at home. now, kenya africa had medicine, electricity, sead and fertillizer, tools, free schools. but the millinium project did not just go to kenya africa they went to 80 cities.",2
132501Y2_000509044.docx,"yes, the author hannah sachs convinced me that we can win the fight against poverty. one reason is because she said that the hospitals and deseases made her feel sad, and i think that if somebody feels badly enough for something, then they will worker harder for it, and i think that is what hannah and the un will do.
	another reason that i was convinced is that the millenium village project has already helped so many villages in just half of the time they will be working, so they are being encouraged to help more and more impoverished places across the world.
	a third reason that i was convinced is that the millenium village project is encouraging the author, hannah sachs to help more people, and she will encourage her friends, so the next generation of helpers is on the road to help keep people off the streets.
	because so many people are working really hard for this i believe that we will stop poverty one day.",1
121502Y3_000509850.docx,"yes the author did convince me that winning the fight against poverty is achievable in our lifetime because in 2004 she was trying to achieve the goal to get the people of sauri out of poverty, to assure better health care, to assure a better life, and a better community.  their trying their best to find treatments to get rid of diseases and build better hospitals.  they help people of sauri with their farming like having supplies such as fertilizer and water to make the crops grow to have food to feed familys.  from the topic water, fertilizer, knowledge it states many kids of sauri did not attend school because their parents could not afford school fees.  in 2004, the school minimalsupplies like books, paper, and pencils. but they still work hard with the little supplies they had.  now they have a better life.  in 2008 the people of sauri have made amazing progress in just 4 years.  dramatic changes have occured in 80 countries villages across sub-saharan africa.    hopefully by 2015 their goal will be reached and they’ll help more than one country.",2
109591Y3_000538505.docx,"when the boy felt sad because he saw people sick and some who are going to die. i know that i will feel so sad if that happen here. winning the fight against poverty is achievable in our sauri, kenya because the hospital had medicine and also the school had food. little kids were wrapped in cloth on there mother back. i think that the little kids were wrapped in there mothers back because they had no clothes. there was no doctors, only clinical officer running the hospital. i wonder no doctors so only an officer. there was no running water or electricity. i visualize that no electricity to see in side a hospital could be dangerous because how will the doctors help the people. and no water we will be thirsty.",1
106691Y2_000469442.docx,"yes, because the author gave enough information. the author told us that africa was very poor. the author also said that people wanted to help africa's people. kids were dying because of diseases. hospitals were not advanced. there needed to be improvement. people were not having all their needs (shelter, food, water). so over the years, people have been helping africa & africa's people. the author said that africa has improved over the years. there has been water, better hospitals with medicines, food, no payments for treatments, & better school supplies. people most've worked hard to accomplish all this. so, yes, i do think the author convinced me that winning the fight against proverty is achievable in our lifetime. also the author said that people in africa were in proverty. like i said, people mist've worked hard to get away from proverty. the improvements in africa helped get away from proverty.",2
106691Y2_100273872.docx,"yes, i do believe that in my lifetime we can end pauvrty, because cesne 2004 our medicine level has increased even more. it will continue to get better. the author made point very clear, he told us that in the millennium village in sauri, kenya that in only one day 20,000 people died from a diesae. and know one had medicne to treat it. that was terrible. but things have increased and they will continue to. also the author said that some don't have food or a home. that is terrible. but to end we need to lower prices on everything! he also stated that people didn't have jobs. well to stop homelessness, sartvasion, and unemployment we need to lower prices, and make that people being harsh and sending away people because they have a degree. clothes! i almost forgot, everyone sould have clothes on there backs and a roof over there head.
	p.s.
	this is probably wroung because i came in late a missed most of the reading. i know thats know excuse but... mercy please",1
1391_020009049.docx,"toan_020009049
	whats your opinion on poverty? this article by hannah sachs states that there is a lot of poverty in africa that we need to change it by 2015.
	‘winning the fight against poverty is achievable in our lifetime. it can be achievable in our life time because if we  all help w/ water,food, school supplys clothes, money etc then africa wouldn’t be dealing w/  poverty issues. i believe that together with america we can accomplish those goals.
	we need to help the economy so they wont suffer w/ poverty. hannah points out that “ assure them access to health care & help them stabilize the economy & quality of life in their communities. “she states that we need to stabilize the economy right now to help sauri.
",2
106501Y2_000514906.docx,"yes, because at first they were poor and they had nothing. then, after four years later they made progress they made the hospital have medicine, the water is connected to the hospital, they have electricity connected, bed nets are used in a sleeping site, the hunger crisis has been addressed with fertilizer and seed, and they have supplies now.",2
121501Y2_000521436.docx,"destroy proverty
	yes, the fight is winnable by the mellineum project. they have been able to put mae kids in school. they have struggled on trying to kure malaria. she has noticed that there weren’t much kids in school. some have either died or are sick. she had to do something.
	the struggle to stop malaria has herd 2,000 kid have died by malaria. malria is caused by a miscito bite. for kids it mostly causes death. but for adults they get very sick. in a hospital was not looking good. there was patients every were. something could be done to stop malra. she look up on the computer. and a way to stop malria before it happens in a bed net.
	the people in sauri make progress in just four years. the hospital has medicine free of chrge. water is now connected to he hospital everything is better in kenya.",2
118691Y2_000492734.docx,"the author did convince me winning the fight against poverty is achievable during our lifetime. she convinced me when she was talking about the school and how they made the school a better place. she also convinced me by giving the farmers more seeds & fertilizer so they’re crops could grow. she convinced me also when she was talking about the hospital and how they have fee medicine and they have water and electricity now. she convinced me when she said everybody in sauri had bed nets now that they used the millennuim villages project. she convinced me when she said the school fees were over with and how they served lunch in the middle of the day so the kids had energy. she convinced me when everyone in sauri had all there needs food, water, knowledge, and medicines.",3
106591Y3_000488990.docx,"no because sauri needs a lot of things like water and fertilizer to survive in that place. kids at sauri didn't have much of books. paper and pencils. farmers crops died because they couldn’t afford fertilizers and water their. they stop the hunger by getting fertilizers and seeds to keep the crops safe, and they needed tools to maintain their food supply.",1
1062_020030746.docx,"i am convinced that we can win the fight against poverty because of many difference reasons. one reason is that in 2008, schools have no fees and serve lunch in sauri, kenya. the attendance rate went high up. also, hospitals have better medicine, water, and electricity and everyone has bed nets. farmers have more fertilizer, tools, and seeds. there have been 80 villages that have been greatly changed. so i think it is possible that we can win.",2
115501Y2_000508295.docx,"in kenya the fight or war against poverty can be won. each and every year progress, help or money is being sent to kenya for help. look at the difference between years 2004-2008. example 1 = when returning back to kenya at the age of 16 in 2008 changes are being made in hospitals, diseases such a malaria. medicenes are used to cure malaria and so are bed nets. bed nets help prevent mosquitoes from biting you at nigh when asleep. background knowledge - i know that although you are having a hard time with problems they could be solved. for example the text says winning the fight against poverty is acheivable. another example that supports that is when kenya needed crops, food, water fertilizer and others progress was made to help that lack of resources in 2008. i can infer that as long as you have trust and determination and patience problems can be solved no matter what. the millenium villages project in kenya was used to acheive goals before progress was made in 2008. the us nations are looking to acheive goals as more money needs or supplys. goals in kenya can and will be acheived with a little help.",3
1212_020044843.docx,"i think banishing poverty is acheivable in a lifetime for these reasons:
people are helping out. there are many organizations helping out like unicef and united nations. there are products that give children in africa things that we have here. there’s one organization called one mama that helps women in africa (or all people in africa, i don’t remember). that is one reason.
there are simple solutions to the problems they have in africa like malaria. malaria can be treated with ease and you can use bednets to keep mosquitoes out.
those are the reasons that i think power can be eliminated soon.",1
112601Y2_100231023.docx,"yes, the author did convince me. three reasons why are based on what they didn’t have, what their health was like, and what has changed. these are the reasons why the author convinced me. 
the people in the millennium village were in poverty. many could not afford fertilizer, medicine, and school supplies. many kids could not go to school because their parents could not afford the school fees. 
my second reason is their health. the hospital had no water, electricity, or doctors. the hospital had three kids to a bed or two adults to a bed. many people died because they could not afford the medicine 
my third reason is what has changed. the people can afford medicine. there is also no school fee, so all kids can have education. the hospital now has water and electricity. 
these are the reasons why the author has convinced me. before, these people looked like there was nothing anyone could do to help. after the millennium villages project, they had everything they needed. this shows that it’s never too late to stop poverty.",2
121601Y3_000521436.docx,"it is a possiable achievable fight that poverty can be avoided. people are hungry, homeless and poor. people that have poverty are dying. in 2008 things started to be better. it says that the people of the sauri have made amazing progress in just 4 years. the yala sub-district hospital has medicine, free of charge. now all the diseases can be treatd. water is now connected to the hospital. which also has a brand new generator. the hunger crisis has been addressed with fertilizer and seed. they have also given the tools to maintain the plants. the schools now serves lunch for the students. dramatic changes have occurred in a villges. the progress is encouraging to supporters of the millennium vilalges project. there are many soulutions to the problems that keep people impoverished. what it will really take for the world to work together to change poverty stricken areas for good. when my kids a my age, i want this kind of poverty to be a thing of hisotry. it will not be an easy task. but sauri’s progress shows us all that winning the fight against poverty is achievable in our lifetime.",2
106591Y3_000566292.docx,"1. the first example is that kids do  their task and they need confidence to finish them.
2. the second example is fighting for better health it say's (yet 20,000 kids die from the disease each day). but masquitoes that carry malaria come at night.
3. the thered exampel is",1
1332_020024677.docx,"i believe that fighting poverty is achievable because all the kenyans need is some support and attention.  when the author said the people could spend less then $1 00 a day and basic needs exceed that amount.  the government could develop a system for every problem.  they could make a shelter and have nets for every 3 child and every 2 adults.  the food problem could be fixed if they have an irrigation system and bags of fertilizer flown in from the sky.  all these problem could be fixed with money and attention.  the school crisis could be fixed if they have a bigger school.  when kids don’t have the proper food, no wonder they won’t have energy.  the project could be a big help to the kenyans because 20,000 kids die from diseases each day.",2
1132_020053349.docx,"in my opinion, i believe ""winning the fight against proverty is achievable in our lifetime"" is a achievable plan because if the whole world help donating money or something else to the poverty, we can achieve the goal. just like what the author said that ""they people of sauri have made amazing progress in just four years"" in the four years, there are alot places changed more richer than than 2004. in my live, i still have alot times to accomplish the goal. if everyone on the world donate some money, they will help alot poor families such as letting kids to have more education, buying bed nets, fertilizer, and more foods to them. if their donation continues, alot families will out of poverty. some people may think that they have a hard time on donating that much money, but they can just donate some clothes that they don't need to the poor people. everything peope donate will help a lot of poor people. if the world continues like this, we will win the fight. then the world will become a better world.",1
1331_020042741.docx,"the article did convince me that winning the fight against proverty is achievable because just in 4 years, they've acommplished lots of things.
	one of the things that thave changed from 2004-2008 is that there is no school fee so children can learn, even though they don't have much school supplies at least they can still learn.
	another thing that helped the community was that there is more electricity and water in the hospital and that there is free charges for the most common diseases.
	the resources for the poor had gain. the hunger crisis has been addressed with fertilizer and water so they can have good crops. another resource is that they were given tools needed to farm.",2
138691Y2_100237944.docx,yes winning the fight aganist poverty is achehiveable. they have a hospitle that haves water and medeince free of no charge for the most common deseases. they have have better schools that have lunch and have bed net for every bed. they have better crops now they fertlize their plants and they got a better food supply. that proves that we can fight as long as we send money to people.,2
1172_020027309.docx,based on the article did the author convince you that winning the fight against proverty is achievable in our lifetime.  yes the author did convince me that winning the fight against proverty is achievable.  i think it is acheivable because they have all of the things they need.  the fixed the hospital and and put water in there a generator.  they also have everything like medicine and everything is fine.  that is why i think they can acheive and succeed on there goal.,2
131502Y2_000482783.docx,"i beleve no because even the presidant can’t help people that are poverty it’s like caching 20,000 balls but you can’t do anithing about it because ther are to many of the balls. but as lifetime grows i am starting to say yes for my answer. now farmers have frtilizer for the crops to grow faster and helther. also they got better food and better medicine. i think that the millennium villages are going to reach ther goal that ther are reaching for. i think that if they keep on working hard and that they should give more monye to the poor because it is bad to keep most of the money and not give any to others that need money espisaly to who are dieing.",2
112501Y2_000511888.docx,"i believe the millennium villages project will be successful in our lifetime. first, between 2004 and 2008 sauri has changed dramatically. so far, the yala sub-district hospital has medicine, water, and electricity. the hunger crisis has been treated with water and fertilizer for crips.
    most of the goals to bring sauri out of poverty are set for 2015. the large goals are set for 2025.
   i believe one of the biggest problems is awareness. once people are aware of the poverty in kenya, the millennium villages project may get more support,
   i also believe that by 2045, we will be able to help all 80 of the sun-saharan villages in kenya. it may take lots if funding and support, but i do believe the m.v. project will be successful in our life time.",2
1052_020031938.docx,"the author didn’t convince me that winning the fight against poverty in our lifetime is achievable. that is because there is a lot of places in the world that is in poverty. in only four years 80 villages had a better life with medicine, education, food and more. that is great but it would take a lot more to make poverty history.
	the auhtor has done a lot to make the people of sauri a better place and help them with a better life. when she first went to sauri, poverty was everywhere, a lot of people were either sick or dying. the village was a sad place. the roads were unpaved and when she visited the hospital everything was in bad shape. there was no water or electricity, the patients were all sick and most of them couldn’t afford treatment or they didn’t have it. there weren’t any doctors just a clinical officer and the patients were stuffed.   three children in a bed and two adults in a bed. 
	in the four years of the plan. a lot of change came to sauri. everything was just better. i think winning the fight against poverty is achievable, but not in our lifetime.",2
1402_020023403.docx,"the author did convince me that “winning the fight agaist poverty is achievable in our lifetime” because 1 reason i think is that they past by the market were kids were running around in tattered clothes and barefoot. in 2004 the hospitals in kenya were not in good shape. there was no running water or electricity. there are alot of dieseses were people can die. malaria is one that when a mosquitoes bites you they have malaria on them so it goes on you too. kids die from it and adults gets very sick. 
another reason how i got convinced was about water and fertilizers. they walked over to a farm and they saw how all tere crops were dying because they didnt have fertilizer and irrogation. each year farmers worry if there crops wont die because they have to feed there kids. many kids in sauri didnt go to school because there parent couldnt afford it. in 2004 te school didn’t have enough supplies but all the kids wanted to do was learn. there was no midday meal to feed the kids so te kids didnt have enough energy. 
lastly back in 2008 the people of sauri have made amazing progress. the hospital now have medicine, for all common dieseases for free. they have water and electricity now. bed nets are used in every sleeping site in sauri. people now have fertilizer for farms. also te school now has school lunches. now that sauri shows that winning the fight agaist poverty could by a history of our lifetime.",3
161501Y3_000548343.docx,"yes the author conviced that ""winning the fight against proverty is achievable in our lifetime"" because she talked about in kenya now the millenium village in sauri, kenya are in poverty or very poor. also no school supplies, bad farming, and now nobody can pay for school fees. their plan is to get people out of proverty, assure them acess to health care and help them stabalize the economy by 2015 or 2025. things that are going on over there are sad, many peo ple are dying from teh disease called malaria because kenyans can not afford bed nets which are only 5 dollars. in 2004, the schools have minimal supplies, paper, books, and pencils. mnay kids really want to learn but they can't because their parents can't pay for school fees. this s gioing on in over 80 villages and dtha's a lot to take care of. nwo in 2008 with the help of the millenium village project many kids are attending school, hospitals have better equipment, and a lot of good farming. we could still do more til this day, to help the people in in africa and all over the world. that is why the author convince me that ""winning the fight against proverty is still achievable in our lifetime.""",4
151601Y3_000491589.docx,"based on the article i think the author will reach her goal with help from the u.n. the u.n. can donate money to prevent illnesses, fix the school system and stop poverty. for exaple in the text the author explain how theres so much poverty that they have to wear torn and riped clothes. they suffered from diseases because they could not afford vaccines. because of the mass poverty. the people the suffer from a disease called malaria that kills hundreds each day. malaria is a disease that is carried by mosquitos. so they bought nets to put over the beds of the people so the bugs cant bit so no more of that disease. the u.n donated medicine to help to cure any more illnesses. and they donated school supplies to the schools.",3
1361_020030484.docx,"no, the author did not convince me that “winning the fight against poverty is achievable in our lifetime” because it sounds like kenya is a very poor country. also, kenya is not the only place in the world that’s poor. i can just walk in downtown and see a bunch of homeless people, and that’s just downtown! imagine all those poor people around the world! that is the reason i think we can’t win the fight against poverty in our lifetime.
in the text, it says, “we passed the market where woman say on the sat on the dusty ground selling bananas. little kids were wrapped in cloth on their mothers’ backs, or running around in bare feet and tattered clothing.” i think that there are a lot of other countries as poor as kenya. you can imagine how poor they are.
malaria sounds like a very harsh disease in africa. in the text it talks about how it a treatable disease, but many people can’t afford it. if this were to happen in a place that is very poor, many people will die, and eventually lead to extinction.",2
1421_020044808.docx,"the author convince me that ""winning the fight against poverty is achievable in our lifetime"", because a lots of people going to die if we don't fight against poverty. if there are no water and fertilizer, the crops going to die, and people wouldn't have enough food to eat. people are going to be hungry and they can't work any more or they will get sick.
	hospitals didn't even have water, medicine, and food. people have to share their bed with the others. water is not connected to hospital. maybe people going to die with no medicine and water. there were no nets at the hospitals. pecople can die from having no nets on their bed, because mosquitoes can bit them easily.
	children want to go to school, but their parents can't afford the payment of school. they have to stay home to work, so they can't get money or food. parents have to pay for school supplies, lunch and the payment for their children to go to school.
	so, we have to fight for better health people should provid supplies and lunch for school, running water, electricity, and medicine for hospitals, and nets for beds.",2
106591Y2_000465118.docx,"yes because she saying how every day 20,000 kids from disease parents did not have enough money to send the children to school in 2004 certent parent’s made less than dollar every day.",1
121502Y3_000526145.docx,"yes the author did convince me that :winning the fight against poverty is achievable in our lifetime” because under the fight for better health it states that in 2004 people couldn’t aford to pay school fees, so there children couldn’t go school.  aduts had sleep in the same bed also children, the hospital didn’t any water.  i think those people should try to take care of themselfs the best way they can.  while their poor bodies and life can deal with the suffernoss of poverty.  i’m living without a stove, but we can deal with it.",2
1411_020020849.docx,"fight for poverty
i think winning a fight against poverty is not achievable i think if we try to fight are army will mess up there comd and they will not help them fix it up again. one thing we can do is protest.
	if we fight for a life time there will be war and help life. we should not fight against poverty because those villages might have war with us. if we fight then the villages will hate us and not like us. if we will fight then and win the will burn the ameracia flag. if we try to vist al these villages they warn’t like us and burn the ameracia flag in front of us.
	something that can change is we can not fight and try to help them.",1
1201_020081850.docx,"yes, i think winning the fight againts proverty is achievable in this lifetime.
i think its achievable because the schools have lunch for the studends
also because the kids have clothes to walk around in and there not bearfoot
i think that it has achievable and will be achieving more so that the poor can have food and shelter, and clothes and the faster could have a pereant or gardian. 
overall, i think we can achieve",2
134501Y1_100026827.docx,i think the author wanted kids in the united states to know what it was like to life in kenya before the new millenium because he wants us to realize that we have it good there and they didn’t. before the new millennenium they had little maley and supplies for school so the kids really couldn’t concentrate because they didn’t get any midday meal so by the time school was over they no energy. after the millennum they had more supplies. there were bed nets on every sleeping site there were in sauri. the got midday meals at schools and the attendence rate went way up. they had more doctors and generators for electricity. i’m glad all of that happen for them.,2
112501Y3_000529376.docx,"this story has made me believe that we can abolish poverty. this is because she has shown me how bad life can be. she has also made me want to help. also think about this story it probably made you want to help. she has made many people want to join. 
think about it would you want to be treated like they do in africa for mosqituo bite? no so it makes you feel bad. also it shows how bad the hospitals are and i would hate to be treated there. and come on i know that you may hate school but the truth is school is for you own good! my  most important reason is hope. 
hope helps you think there's a chance. look at the hospitals in a four year difference. sure it's not perfect but now it has water and electricity. now the kids are getting educated. now bed nets are available and are saving money lives. don't you see the dream to abolish all poverty can be possible!",2
122691Y3_000493253.docx,"yes, because in the article it was talking about how the peoplle were suffering of poverty but later there came a better life. before people were in hospital with littlle treatment and medicines and no water or electricity but later  the hospital has medicines free of charge, water, electricity,. also before there was no bed nets  and people were dying from malaria caused by mosquetios and needed  bed nets to prevent that illnes and now there is bed nets everywhere on every sleeping site. also children had no education because kid’s parents couldn’t afford the money. later over the years kids now are able to got o school because ther are no school fees.",4
112601Y2_000535586.docx,"based on the article i think that the author did a very good job of persauding me to believe that poverty is something that we can fight. she sharet her tough experience, gave us solutions, and why we should take part in it
	the author really showed us that conditions we are trying to fix. she mentions how in the hospital there isn't enough space, so people have to share beds. also she showed how hard it was for them to eat, because of their poor farming. the author said that even having to look at the conditions made her feel sad, sick, and scared.
	she said that there were things we could do to help stop this. for example, children are dying because of malaria, even though the medicine doesn't cost much and its curable. and if they could only afford bed nets, which are only $5, it could have saved many lives. so there are many solutions and things we can do to help, but there aren't that many people helping.
	in the last paragraph, the author says something that really held alot of importance and grabbed my attention. she states that she wants poverty to be a thing of history when she has children. in that sentence alone, it states one very important reason to why we should help stop poverty and world hunger. for the future of our children and the world!
	so far the work they have done has really paid off. hospitals are better, children are in school, and hunger is soon to be gone. this movement is reallly an accomplishment in africa today. so imagine what more we can do if we all help!",3
1342_020026889.docx,"this is a very hard topic to decide on. some people may say that we can't win the fight against poverty in our lifetime while others haven't gave up and are still fighting. personaly, i think that we can win the fight against poverty. i know it make take a lot of time, but with enough help, support, and faith, anything is possible. i feel that one of the main reasons why we haven't defeted poverty is because people don't belive that we can. they think that it is the way that things are supposed to be and they also may think ""what could one person do to change the world"". if everyone thinks this then we will get no where, but if everyone contributes and helps out, people wouldn't be in poverty and the whold would be different.
	thousands of children are dying each day because of poverty. their families barley have enough money to survive, and maybe not even enough. these 20,000 children are dying each day because of malaria. a disease that mesquitos have that can't be stoped. these children that are dying don't even have controll over the situation. just think about it, by contributing five dollars to these organizations. you are buying a misquitoe net to save their lives. i think of it as a way to buy their lives, with a price tage of only five dollars.
	overall, i feel that this organization is great and saves millions of lives every year. i feel that it is very thoughtful and genorouse to help out strangers in such a significant way. this organization is helping to spare childrens lives and i feel it should be well know. ordinary people, even you, can help put a stop to this.",2
1431_020012185.docx,"yes, hannah sachs convinced me that winning the fight against poverty is achievable in our lifetime because she talked about how it was like in sauri, kenya and how the people were like there. she explained that for their health it is very bad because people were not in good shape and also they had no electricity, no water, and not be able to get treatment wheather the patients couldn’t afford it or the hospital did have it. there was also no doctor, just a clnical officer running the hospital. one common disease that happens in africa is called malaria. 
another one is about their water, fertilizer, and knowledge. the thing about crops at a farm is that they will die because they cannot afford the fertilizer and irrigation. of lack of fertilizer and water, they can only plant seeds to have an outcome of poor crops. she also mentioned that each eyar the farmers worry about if they can harvest enough food to fee the whole family and will their kids go hungry and become sick.
the last one is to get a better life. over the last four year the people of sauri have made amazing progress. also the hospital has medicine, free of charges, for all most common diseases. water is also connected to the hospital, which also generates the electricity. tools are needed to maintain the food supply. there are no school fees and now school now serves lunch for the students. so therefore her article convices me.",3
121502Y2_000542244.docx,"yes the author did convince me that winning a fight against poverty is achievable in our lifetime because in paragraph 9 it what they achieved such as the hospital care is free, water is vonnected to the hospital providing froviding water, the hospital also has a generator. they put bed nets in every sleeping site in sauri suite. the hunger crisis has been addressed with food and seeds also as well as the tools needed to maintain the food supply. there are no school fees and schools now serve lunch to the students. now the attendance rate is way up. i think if they continue to work hard and fight against poverty the can make a better lifestyle and help people in africa.",3
